No,질문,답변
001520,"- 화면번호 : 

- 문의내용 : CMS10 금리를 확인할 수 있는 화면이 있을까요","안녕하세요. CHECKExpert+ 입니다.

계약서 또는 공시정보 상에서 CMS 10Y 금리를 어떤 것을 쓰는지에 대해
정의가 되어 있을 것이므로, 그 금리를 조회하는 것이 맞습니다.

다만, 일반적으로 Tullet-Prebon 중개사의 호가를 
CMS금리로 많은 시장참여자들이 참고하는 것 같고,
이는 3913화면에서 IRS, Prebon, Mid로 선택한 뒤 조회할 수 있습니다.

감사합니다.
"
001518,"- 화면번호 : 

- 문의내용 : 
해외기업이 원화채권을 발행한 내역 조회 방법","안녕하세요. CHECKExpert+ 입니다.

해외기업이 원화채권을 발행한 내역을 보시고 싶다고 전달받았는데
채권 발행기관이 국내인지 해외인지를 구분할 수 있는 방법이 없습니다.

다만, 3000번 화면이 채권의 발행정보를 조회하는 화면인데요,
해당 화면의 왼쪽 상단에서 돋보기 버튼을 누르면 나오는 팝업창에서
왼쪽의 중분류에서 [종목-발행기관]을 선택하시고,
상단의 검색창에서 찾고자하시는 발행기관명을 입력하시면
우측에 해당 발행기관이 발행한 채권의 리스트가 조회됩니다.
그 중 하나를 선택하시면 해당 채권의 발행정보를 확인할 수 있습니다.

감사합니다."
001502,"- 화면번호 : 3069

- 문의내용 : 할인기관이 무엇을 의미하는지 궁금합니다 ","안녕하세요. CHECKExpert+ 입니다.

3069화면의 발행정보는 예탁결제원에서 제공하는 정보로
예탁결제원에서 쓰는 용어 그대로 제공하고 있습니다.

할인기관은 발행기관이 cp 발행후 유통시킬때 최초로 할인해서 인수한 기관을 의미합니다.

감사합니다."
001481,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 안녕하세요. 혹시 대전광역시 지방채의 발행금리를 확인하고 싶은데, 관련화면이 있는지 문의드립니다.  늘 감사드립니다.","안녕하세요. CHECKExpert+ 입니다.

3000번화면의 왼쪽 상단에서 돋보기버튼을 클릭하시면 나오는 종목검색창에서
왼쪽의 중분류에서 [종목-발행기관]을 선택하시고,
중간 상단의 검색창에 ""대전광역시""를 입력하시면
아래의 기관명에 두 개가 조회됩니다.
해당 기관명을 클릭하시면 우측에 해당 기관의 채권리스트가 조회되고
조회를 원하는 채권을 더블클릭하시면
3000번 화면에서 표면금리를 확인할 수 있습니다.

감사합니다."
001468,"- 화면번호 : 3000 

- 문의내용 : 
 화면번호 3000번에 보면 채권발행내역 상세내역 을 확인할 수 있는데요.
오늘 발행된 인천교통공사2023-01(녹) 관련 건을 보면, ESG 구분에 공란으로 되어있던데 이 부분은 왜 그런지 문의드립니다.","안녕하세요. CHECKExpert+ 입니다.

CHECK에서 ESG채권은 거래소의 SRI채권 전용 세그먼트에 등록된
채권을 대상으로 구분하고 있습니다.

거래소는 상장채권에 대해서만 ESG채권으로 분류를 하고 있기 때문에
문의주신 채권은 비상장 채권이므로, 종목명에 (녹)이 붙어있더라도
거래소기준에서는 ESG채권이 아니므로 저희도 그에 따르고 있습니다.

감사합니다."
001463,"- 화면번호 : 3058

- 문의내용 : 해당페이지 자료를 데이터로 내려받고 싶습니다.","안녕하세요. CHECKExpert+ 입니다.

해당 화면은 '더벨'이라는 언론사로부터 웹페이지 형식으로 제공받고 있는
형태여서 엑셀 등으로 데이터 내려받기가 불가능합니다.

다만, 3054화면의 상단에서
회사채, 수요예측, 기준금리전체, 발행금리결정일대비로 설정하시면
가산금리 등 해당화면에서 조회되는 데이터는
엑셀로 내려받을 수 있습니다.

이용에 불편을 드려 죄송합니다.
감사합니다."
001447,"- 화면번호 : 3031, 3782

- 문의내용 : 안녕하세요 위 화면에서 채권 종류별, 기간별 발행/유통량 통계추이 보고 있는데요, 혹시 만기별로 볼 수 있는 화면은 없을까요? 확인 감사합니다
","안녕하세요. CHECKExpert+ 입니다.

3782화면에서 상단의 'KRX분류' 버튼 오른쪽 옆옆에
[만기전체]로 되어 있는 부분을 클릭해서
특정 기간으로 선택하시면 해당 만기기간에 해당하는 채권들의
유통통계를 보실 수 있습니다.

다만, 발행통계쪽에서는 발행한 채권의 만기구분별로 
통계를 산출하고 있지는 않습니다.

감사합니다.
"
001443,"- 화면번호 : 5724

- 문의내용 : JPY 스왑포인트 계산로직 문의","안녕하세요. CHECKExpert+ 입니다.

5724화면의 JPY-KRW 재정환율은
USDKRW환율과 USDJPY환율을 조합해서 생성합니다.

JPYKRW Bid = (USDKRW Bid ) / (USDJPY Offer)
JPYKRW Offer = (USDKRW Offer ) / (USDJPY Bid)
JPYKRW Mid = (Bid + Offer ) / 2

위 로직으로 계산되고 있습니다.
감사합니다."
001427,"- 화면번호 : 3920

- 문의내용 : 미국 국채금리 10년물 23.11.3일 종가 금리가 3920에는 4.5167로 나와있는데 블룸버그에는 4.573으로 나와있고 인베스팅이나 구글에도 4.57로 나옵니다. 체크는 어떤기준이라서 블룸버그와 다른지 궁금합니다.  ","안녕하세요. CHECKExpert+ 입니다.

거래소를 통해 장내에서 거래되어 종가가 1개만 존재하는 주식과는 달리
채권은 장외에서 거래되는 상품이므로 
어떤 중개사(브로커)로부터 데이터를 받느냐에 따라
종가가 달라지게 됩니다.

CHECK는 Prebon으로부터 미국채 금리를 받고 있으며
해당 중개사에서 제공한 금리가 4.5167%인 것이고,
인베스팅, 블룸버그, 구글은 저희와 다른 벤더의 데이터를 사용하여
금리가 다른 것으로 추정됩니다.

감사합니다.
"
001417,"- 화면번호 : 

- 문의내용 : 예금담보ABCP 일간단위, 은행별 발행 추이를 확인할 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3543, 3544 화면을 통해서 현황 및 추이를 확인할 수 있고
3077화면에서 은행별 발행잔액 현황을 조회할 수 있습니다.

감사합니다."
001415,"- 화면번호 : 3000

- 문의내용 : 
안녕하세요.  은행휴무 시 원금 경과이자 있는 채권의 경과이자 계산하는 식을 알 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

CHECK에서는 휴무일 경과이자를 따로 계산하고 있지는 않아서
산식을 제공해드리기는 어렵습니다.
다만, 예탁원 Seibro 사이트에서는 만기시 상환금액을 제공하고 있는데요,

https://seibro.or.kr/websquare/control.jsp?w2xPath=/IPORTAL/user/bond/BIP_CNTS03005V.xml&menuNo=88#

위 사이트에서 해당 채권으로 검색을 하고, 
[채권 원리금] 탭에서 조회하시면 만원당 이자금액이 조회할 수 있습니다.

다만, 예탁원도 가끔 틀리는 경우가 있기 때문에
저희가 그 값이 맞다 틀리다라고 정확하게 말씀드리기는 어려운 점
양해부탁드립니다.

감사합니다."
001410,"- 화면번호 : 

- 문의내용 : 채권 일거래량 보는화면 알려주시기 바랍니다 감사합니다","안녕하세요. CHECKExpert+ 입니다.

3704화면에서 확인 가능합니다.

왼쪽상단에서 조회를 원하는 시장을 선택하시고
검색창에서 특정 종목을 선택하시거나
오른쪽 국고, 통안 등의 버튼으로 특정 그룹을 선택하시면
해당 종목이나 그룹에 속한 채권들의 유통데이터를 조회할 수 있고,
스크롤바를 우측으로 넘기시면 거래량, 거래대금 데이터를 볼 수 있습니다.

감사합니다."
001398,"- 화면번호 : 3741

- 문의내용 : 

신용평가기관간 신용등급이 상이할 때 매트릭스(3741) 
구체적인 분류기준과 그 근거가 궁금합니다.
","안녕하세요. CHECKExpert+ 입니다.

신용평가기관간 신용등급이 다를 때, 
어떤 기준으로 신용등급을 분류할지에 관한
공신력있는 기관에서 정해놓은 지침은 따로 존재하지 않습니다.
따라서 CHECK에서 내부적으로 정한 기준에 따라서 분류하고 있는데요,

채권평가사에서 발행사별 Term Structure를 보내줄 때
채권평가사에서 정한 신용그룹의 분류도 같이 보내주고 있습니다.
CHECK에서도 그 분류에 따라 3741화면에서 보여주는
해당 발행기관의 신용그룹을 정하고 있습니다.

이용에 도움이 되셨길 바랍니다.
감사합니다.



"
001397,"- 화면번호 : 

- 문의내용 : 안녕하세요~
제가 일중 국고 스프레드를 변화 추이를 보고 싶은데 어떤 화면 번호를 보면 될까요? ","안녕하세요. CHECKExpert+ 입니다.

현재 복수종목의 일중 스프레드를 같이 볼 수 있는 화면은 
존재하지 않습니다.
(3945화면에서 각 종목별로 일중추이를 조회할 수는 있지만,
 두 종목을 같은 차트에서 비교하여 보여주지는 않습니다)

다만 3442화면을 통해서 문의주신 복수종목의 스프레드는
간접적으로 추측해 볼 수 있는데요,
하단의 그래프에서 국고5년과 국고10년을 선택하시고
그래프를 조회하시면 일중의 변화추이를 볼 수 있습니다.

감사합니다."
001394,은행채 일별 수익률 조회할 수 있는 화번번호가 어떻게 되나요?,"안녕하세요. CHECKExpert+ 입니다.

시가평가그룹별 은행채 금리의 추이는 
3431화면에서 조회가 가능합니다.

개별종목의 일별금리추이는 3435화면에서 조회가 가능합니다.

감사합니다."
001387,"- 화면번호 : 3920

- 문의내용 : 

안녕하세요. 한경글로벌마켓(youtube) 시청 중 미국채 금리를 듣고, 체크 화면에 미국채 금리를 보니 두개가 달라서, 네이버,인베스팅등 여러 사이트를 비교해본 결과 똑같은 일자에도 다 가지각색의 금리를 보여주고 있어서 혹시 어떤 이유인지 궁금해서 여쭤봅니다
","안녕하세요. CHECKExpert+ 입니다.

거래소를 통해 장내에서 거래되어 종가가 1개만 존재하는 주식과는 달리
채권은 장외에서 거래되는 상품이므로 
어떤 중개사(브로커)로부터 데이터를 받느냐에 따라
종가가 달라지게 됩니다.

CHECK는 Prebon으로부터 미국채 금리를 받고 있으며
네이버, 인베스팅, 한경신문은 저희와 다른 벤더의 데이터를 사용하여
금리가 다른 것으로 추정됩니다.

감사합니다."
001380,"- 화면번호 : -

- 문의내용 : 안녕하세요. 혹시 특정 일자의 시간대(혹은 분별) 원달러 가격 변동 확인 가능한 화면이 있을까요?
","안녕하세요. CHECKExpert+ 입니다.

5100화면의 우측상단에서 [시간대별] 탭에서 조회하시거나
왼쪽 하단의 [1분]탭에서 확인이 가능합니다.

가장 편한 방법은 8112화면에서 차트로 조회하시는 것인데요,
왼쪽 상단의 종목검색창에 19USDSP를 입력하시면
서울외국환중개의 원달러환율의 차트를 보실 수 있습니다.

감사합니다."
001373,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 미국 투자등급 및 투기등급 회사채와 미국 국채 수익률의 스프레드를 찾아보고 싶은데 혹시 이러한 데이터가 있는지 없다면 각각의 수익률을 확인할 수 있는 방법이 있는지 알고 싶습니다.","안녕하세요. CHECKExpert+ 입니다.

현재 CHECK에서는 미국 국채금리는 제공하고 있지만,
미국 회사채 금리는 제공하고 있지 않아서
말씀하신 데이터를 조회할 수는 없습니다.

다만, 6701화면을 통해서 ST.LOUIS FED에서 제공하는
하이일드스프레드 조회가 가능한데요,
그 하이일드스프레드 데이터를 통해서 문의주신 스프레드를
간접적으로 추정할 수는 있습니다.

참고로, 미국 국채금리는 CHECK메뉴에서
[ 채권 > 해외금리 > 해외국채 ] 카테고리에 있는 화면들에서 조회가 가능한데요, 3931화면을 추천드립니다.

감사합니다."
001370,"- 화면번호 : 5506

- 문의내용 : EURKRW 환율을 엑셀에서 조회하는 함수 식을 알고 싶습니다.","안녕하세요. CHECKExpert+ 입니다.

5506화면에서 데이터 있는 부분에 마우스를 가져간 뒤 우클릭을 하고
[엑셀 Premium으로 보내기]를 클릭하시면
해당 데이터를 엑셀프리미엄 함수로 조회할 수 있습니다.

그렇게 한 결과가 아래의 수식인데요,
위 방법으로 잘 안되시면 아래 수식 참고부탁드립니다.

=CH("""","""",100,""D"",TRUE,""EURKRW*174"",""12506,14531,14754,14761,14752"",""DESC"",""withtable=true; direction=vert; title=item+subject;"")

감사합니다.
"
001369,"- 화면번호 : -

- 문의내용 : 혹시 EUR-KRW 환율 정보 볼 수 있는 화면 있을까요?","안녕하세요. CHECKExpert+ 입니다.

CHECK메뉴 중에 [ 외환 > 해외 SPOT ] 카테고리에 있는
여러 화면에서 확인이 가능한데요
그 중에 5506화면을 추천드립니다.

화면 왼쪽 상단의 검색창에 EURKRW를 입력하시면
해당 환율의 일별추이 및 당일의 현재가를 조회할 수 있습니다.

감사합니다."
